time,current
1290.0,0.999
1300.0,1.001
1310.0,1.0
1320.0,0.999
1330.0,1.0
1340.0,1.0
1350.0,1.0
1360.0,1.0
1370.0,0.999
1380.0,1.0
1390.0,1.0
1400.0,1.0
1410.0,1.0
1420.0,1.0
1430.0,1.0
1440.0,1.001
1450.0,1.0
1460.0,1.0
1470.0,1.0
1480.0,1.0
1490.0,1.0
1500.0,1.0
1510.0,1.0
1520.0,1.0
1530.0,1.0
1540.0,1.0
1550.0,1.0
1560.0,1.0
1570.0,1.0
1580.0,0.999
1590.0,1.0
1600.0,1.0
1610.0,1.0
1620.0,1.0
1630.0,1.0
1640.0,1.0
1650.0,1.0
1660.0,1.0
1670.0,1.0
1680.0,0.999
1690.0,1.0
1700.0,1.0
1710.0,0.999
1720.0,1.0
1730.0,1.0
1740.0,1.0
1750.0,1.0
1760.0,0.999
1770.0,0.999
1780.0,1.0
1790.0,1.0
1800.0,0.999
1810.0,1.0
1820.0,1.0
1830.0,1.0
1840.0,0.999
1850.0,1.0
1860.0,1.0
1870.0,1.0
1880.0,1.0
1890.0,1.0
1900.0,1.0
1910.0,1.001
1920.0,1.0
1930.0,0.999
1940.0,1.0
1950.0,1.0
1960.0,1.001
1970.0,1.0
1980.0,0.999
1990.0,1.0
2000.0,0.999
2010.0,1.0
2020.0,1.0
2030.0,0.999
2040.0,0.999
2050.0,1.0
2060.0,1.0
2070.0,0.999
2080.0,1.0
2090.0,0.999
2100.0,1.0
2110.0,1.0
2120.0,0.999
2130.0,1.0
2140.0,1.001
2150.0,1.0
2160.0,1.0
2170.0,1.0
2180.0,1.0
2190.0,1.001
2200.0,1.0
2210.0,1.0
2220.0,1.0
2230.0,1.0
2240.0,1.001
2250.0,1.0
2260.0,1.0
2270.0,1.0
2280.0,1.0
2290.0,1.0
2300.0,1.0
2310.0,0.999
2320.0,1.0
2330.0,1.0
2340.0,1.0
2350.0,1.0
2360.0,0.999
2370.0,1.001
2380.0,1.0
2390.0,1.0
2400.0,1.0
2410.0,1.0
2420.0,1.0
2430.0,1.0
2440.0,1.0
2450.0,1.0
2460.0,0.999
2470.0,0.999
2480.0,1.0
2490.0,1.0
2500.0,1.0
2510.0,0.999
2520.0,1.0
2530.0,1.0
2540.0,1.0
2550.0,0.999
2560.0,1.0
2570.0,1.0
2580.0,1.0
2590.0,1.0
2600.0,1.0
2610.0,1.0
2620.0,1.0
2630.0,0.999
2640.0,0.999
2650.0,1.0
2660.0,1.0
2670.0,1.0
2680.0,1.0
2690.0,1.0
2700.0,1.0
2710.0,0.999
2720.0,1.0
2730.0,1.0
2740.0,1.0
2750.0,1.0
2760.0,1.0
2770.0,1.0
2780.0,1.0
2790.0,1.0
2800.0,1.0
2810.0,1.0
2820.0,1.0
2830.0,0.999
2840.0,1.0
2850.0,1.0
2860.0,1.0
2870.0,1.0
2880.0,1.0
2890.0,0.999
2900.0,1.001
2910.0,1.0
2920.0,1.0
2930.0,1.0
2940.0,1.0
2950.0,1.0
2960.0,1.0
2970.0,0.999
2980.0,1.0
2990.0,1.0
3000.0,1.0
3010.0,0.999
3020.0,0.999
3030.0,1.0
3040.0,1.0
3050.0,1.0
3060.0,1.0
3070.0,1.0
3080.0,0.999
3090.0,1.0
3100.0,1.0
3110.0,1.0
3120.0,1.0
3130.0,1.0
3140.0,1.0
3150.0,1.001
3160.0,1.0
3170.0,1.0
3180.0,0.999
3190.0,1.0
3200.0,1.0
3210.0,1.0
3220.0,1.0
3230.0,1.0
3240.0,1.0
3250.0,0.999
3260.0,1.0
3270.0,1.0
3280.0,1.0
3290.0,0.999
3300.0,1.0
3310.0,1.0
3320.0,1.0
3330.0,1.0
3340.0,1.0
3350.0,1.0
3360.0,1.0
3370.0,1.0
3380.0,1.0
3390.0,1.0
3400.0,1.0
3410.0,0.999
3420.0,1.0
3430.0,1.0
3440.0,0.999
3450.0,1.0
3460.0,1.0
3470.0,1.0
3480.0,1.0
3490.0,1.0
3500.0,1.0
3510.0,0.999
3520.0,1.0
3530.0,1.0
3540.0,1.0
3550.0,1.0
3560.0,1.0
3570.0,1.0
3580.0,1.0
3590.0,1.0
3600.0,1.0
3610.0,1.0
3620.0,1.0
3630.0,1.0
3640.0,0.999
3650.0,1.0
3660.0,1.0
3670.0,1.0
3680.0,1.0
3690.0,1.0
3700.0,1.0
3710.0,1.0
3720.0,0.999
3730.0,1.0
3740.0,1.0
3750.0,1.0
3760.0,1.0
3770.0,1.0
3780.0,1.0
3790.0,1.0
3800.0,1.0
3810.0,0.999
3820.0,1.0
3830.0,1.0
3840.0,1.0
3850.0,1.0
3860.0,0.999
3870.0,0.999
3880.0,1.0
3890.0,1.001
3900.0,1.0
3910.0,1.0
3920.0,1.0
3930.0,1.0
3940.0,1.0
3950.0,1.0
3960.0,0.999
3970.0,1.0
3980.0,1.0
3990.0,1.0
4000.0,1.0
4010.0,1.001
4020.0,1.0
4030.0,1.0
4040.0,1.0
4050.0,0.999
4060.0,1.0
4070.0,1.001
4080.0,1.001
4090.0,1.0
4100.0,0.999
4110.0,1.0
4120.0,0.999
4130.0,1.0
4140.0,1.0
4150.0,1.0
4160.0,1.0
4170.0,1.0
4180.0,1.001
4190.0,0.999
4200.0,0.999
4210.0,1.0
4220.0,1.0
4230.0,1.0
4240.0,1.0
4250.0,1.0
4260.0,1.0
4270.0,1.0
4280.0,1.0
4290.0,1.0
4300.0,1.0
4310.0,1.0
4320.0,1.0
4330.0,1.0
4340.0,1.0
4350.0,1.0
4360.0,0.999
4370.0,1.0
4380.0,1.0
4390.0,1.0
4400.0,1.0
4410.0,1.0
4420.0,1.0
4430.0,0.999
4440.0,1.0
4450.0,0.999
4460.0,1.0
4470.0,1.0
4480.0,1.0
4490.0,1.0
4500.0,1.0
4510.0,1.0
4520.0,1.0
4530.0,1.0
4540.0,1.0
4550.0,1.0
4560.0,1.0
4570.0,1.0
4580.0,1.0
4590.0,1.0
4600.0,1.0
4610.0,1.0
4620.0,1.0
4630.0,1.001
4640.0,1.0
4650.0,1.0
4660.0,1.0
4670.0,1.0
4680.0,0.999
4690.0,1.0
4700.0,1.001
4710.0,0.999
4720.0,1.0
4730.0,1.0
4740.0,1.0
4750.0,1.0
4760.0,1.0
4770.0,1.0
4780.0,1.0
4790.0,1.0
4800.0,0.999
4810.0,1.0
4820.0,1.0
4830.0,1.0
4840.0,1.0
4850.0,0.999
4860.0,1.0
4870.0,1.0
4880.0,1.0
4890.0,1.001
4900.0,1.0
4901.9,1.001
